Name,Age,Nationality,Overall,Potential,Position
Elkeson,28,Brazil,79,79,ST
Ricardo Goulart,27,Brazil,79,80,CF
J. Guðmundsson,27,Iceland,79,79,RM
N. Clyne,27,England,79,80,RB
M. Hitz,30,Switzerland,79,79,GK
De Marcos,29,Spain,79,79,RB
B. Mee,28,England,79,79,LCB
Rafael,27,Brazil,79,79,RB
Iborra,30,Spain,79,79,CDM
J. Wilshere,26,England,79,81,CM
B. Hübner,28,Germany,79,79,CB
Souza,29,Brazil,79,79,CDM
F. Coquelin,27,France,79,80,LCM
Alex Teixeira,28,Brazil,79,79,LS
A. Dzagoev,28,Russia,79,79,RDM
I. Smolnikov,29,Russia,79,79,RB
Y. M'Vila,28,France,79,80,LDM
K. Asamoah,29,Ghana,79,79,LB
R. Zieler,29,Germany,79,80,GK
D. Drinkwater,28,England,79,79,CM
N. Kalini?,30,Croatia,79,79,ST
Mariano,32,Brazil,79,79,RB
S. Feghouli,28,Algeria,79,79,RM
Adrien Silva,29,Portugal,79,79,CM
Fernando,30,Brazil,79,79,CDM
I. Traoré,30,Guinea,79,79,RM
G. Mercado,31,Argentina,79,79,RCB
N. Petersen,29,Germany,79,79,RS
O. Karnezis,32,Greece,79,79,GK
M. Sakho,28,France,79,80,CB
Sidnei,28,Brazil,79,80,LCB
S. Joveti?,28,Montenegro,79,79,ST
Eder,31,Italy,79,79,RS
J. Hernández,30,Mexico,79,79,ST
Fabricio,30,Spain,79,79,GK
Kiko Casilla,31,Spain,79,79,GK
Ángel,31,Spain,79,79,ST
M. Schneiderlin,28,France,79,79,CDM
M. Fellaini,30,Belgium,79,79,CM
P. Wernbloom,32,Sweden,79,79,CDM
D. Ospina,29,Colombia,79,79,GK
S. Mignolet,30,Belgium,79,79,GK
A. Begovi?,31,Bosnia Herzegovina,79,79,GK
N. ?ahin,29,Turkey,79,79,CDM
R. Bertrand,28,England,79,79,LB
A. Masiello,32,Italy,79,79,CB
T. Walcott,29,England,79,79,RM
Charles,34,Brazil,79,79,LS
T. Heaton,32,England,79,79,GK
H. Ben Arfa,31,France,79,79,CAM
D. Abraham,31,Argentina,79,79,CB
E. Lavezzi,33,Argentina,79,79,CAM
S. Kalou,32,Ivory Coast,79,79,LM
J. Farfán,33,Peru,79,79,CAM
R. Babel,31,Netherlands,79,79,LM
A. Young,32,England,79,79,LB
J. Hart,31,England,79,79,GK
L. López,35,Argentina,79,79,LS
D. Baier,34,Germany,79,79,CDM
B. Y?lmaz,32,Turkey,79,79,ST
R. Adler,33,Germany,79,79,GK
S. Lichtsteiner,34,Switzerland,79,79,RB
E. Adebayor,34,Togo,79,79,ST
E. Belözo?lu,37,Turkey,79,79,CM
Loren,24,Spain,78,83,RS
Éder Militão,20,Brazil,78,87,LCB
F. Chiesa,20,Italy,78,87,RW
M. Lazzari,24,Italy,78,81,RM
A. Hakimi,19,Morocco,78,86,LB
S. Nakajima,23,Japan,78,84,LW
L. Jovi?,20,Serbia,78,86,LS
S. Ascacíbar,21,Argentina,78,84,CDM
A. Lafont,19,France,78,90,GK
T. Alexander-Arnold,19,England,78,88,RB
F. Krovinovi?,22,Croatia,78,84,CAM
Sidney Pessinho,26,Brazil,78,78,CDM
Everticinho,30,Brazil,78,78,RB
Claudio Coíntra,34,Brazil,78,78,CAM
Ronaldo Esler,30,Brazil,78,78,LB
P. Lees-Melou,25,France,78,80,RCM
B. Chilwell,21,England,78,85,LB
João Novais,24,Portugal,78,81,CAM
D. Calabria,21,Italy,78,88,RB
F. Mendy,23,France,78,86,LB
L. Pellegrini,22,Italy,78,84,CM
Soares,27,Brazil,78,79,LS
Daniel Podence,22,Portugal,78,84,LM
M. Díaz,32,Argentina,78,78,GK
G. Martínez,25,Argentina,78,82,CAM
M. Eggestein,21,Germany,78,84,RCM
Trezeguet,23,Egypt,78,80,LM
N. Amiri,21,Germany,78,85,CAM
Vallejo,21,Spain,78,86,CB
J. Gomez,21,England,78,88,CB
Diogo Jota,21,Portugal,78,86,LW
Joan Jordán,23,Spain,78,83,LCM
Dyego Sousa,28,Brazil,78,78,ST
A. Marui?,25,Montenegro,78,79,RM
David Soria,25,Spain,78,80,GK
V. Rongier,23,France,78,83,RCM
W. Weghorst,25,Netherlands,78,80,LS
O. Al Soma,29,Syria,78,78,LS
M. Nakamba,24,Zimbabwe,78,83,LCM
Petros,29,Brazil,78,78,LDM
Pablo Maffeo,20,Spain,78,86,RWB
Y. Mina,23,Colombia,78,85,LCB
M. Dúbravka,29,Slovakia,78,80,GK
Diego Carlos,25,Brazil,78,80,RCB
D. Djené,26,Togo,78,79,RCB
G. Simeone,22,Argentina,78,85,ST
M. Meza,25,Argentina,78,79,LM
Bastos,26,Angola,78,79,CB
S. Lobotka,23,Slovakia,78,84,CM
Y. Tielemans,21,Belgium,78,87,CM
Marcelo Goiano,30,Brazil,78,78,RB
K. Tete,22,Netherlands,78,83,RB
Capa,26,Spain,78,81,RB
M. Sportiello,26,Italy,78,81,GK
Jemerson,25,Brazil,78,81,LCB
N. Maksimovi?,26,Serbia,78,81,CB
D. Zapata,27,Colombia,78,79,RS
J. Correa,23,Argentina,78,83,LM
E. Rigoni,25,Argentina,78,81,RM
C. Izquierdoz,29,Argentina,78,78,RCB
W. Barrios,24,Colombia,78,85,CDM
J. Mojica,25,Colombia,78,81,LWB
A. Selikhov,24,Russia,78,82,GK
A. Iwobi,22,Nigeria,78,84,LM
D. Laxalt,25,Uruguay,78,80,LB
N. Bentaleb,23,Algeria,78,83,CM
N. Stark,23,Germany,78,84,CB
M. Lemina,24,Gabon,78,83,LCM
L. Dendoncker,23,Belgium,78,84,CB
Ricardo Esgaio,25,Portugal,78,80,RM
P. Sisto,23,Denmark,78,84,LW
P. Max,24,Germany,78,81,LWB
R. Gagliardini,24,Italy,78,82,CDM
Pere Pons,25,Spain,78,83,RCM
D. Berardi,23,Italy,78,83,RW
M. Halstenberg,26,Germany,78,79,LB
J. Quintero,25,Colombia,78,80,CAM
Tiago Volpi,27,Brazil,78,80,GK
Óliver Torres,23,Spain,78,83,CM
Omar Mascarell,25,Spain,78,80,CDM
H. Sakai,28,Japan,78,78,RB
Andreas Pereira,22,Brazil,78,84,CM
A. Januzaj,23,Belgium,78,84,RW
B. Cristante,23,Italy,78,86,CM
Matheus,25,Brazil,78,82,GK
B. Traoré,22,Burkina Faso,78,83,RM
Y. Poulsen,24,Denmark,78,80,RW
L. Trossard,23,Belgium,78,84,LM
M. Arnold,24,Germany,78,83,LCM
M. De Sciglio,25,Italy,78,81,RB
Leo Baptistao,25,Brazil,78,79,RW
V. Chiriche?,28,Romania,78,78,CB
L. Pavoletti,29,Italy,78,78,RS
A. Cragno,24,Italy,78,84,GK
L. Castro,29,Argentina,78,78,CM
N. Füllkrug,25,Germany,78,79,RS
F. Fajr,29,Morocco,78,78,RCM
R. Jiménez,27,Mexico,78,79,RS
E. Sala,27,Argentina,78,78,ST
S. García,27,Uruguay,78,78,ST
S. Arias,26,Colombia,78,81,RB
B. Reynet,27,France,78,80,GK
Pozuelo,26,Spain,78,79,CAM
A. Trebel,27,France,78,79,CM
J. Lascelles,24,England,78,83,RCB
T. Kongolo,24,Netherlands,78,83,LCB
A. Carrillo,27,Peru,78,78,RM
Álvaro,28,Spain,78,79,RCB
G. Defrel,27,France,78,78,LS
Fernando,26,Brazil,78,81,CDM
V. Darida,27,Czech Republic,78,78,CM
R. Saponara,26,Italy,78,80,CAM
Pedro Mendes,27,Portugal,78,80,RCB
C. Schindler,28,Germany,78,80,CB
N. Chadli,28,Belgium,78,78,LM
Arbilla,31,Spain,78,78,CB
L. Dunk,26,England,78,81,LCB
P. Hernández,31,Chile,78,78,CM
J. Guidetti,26,Sweden,78,81,LS
Sergi Gómez,26,Spain,78,83,LCB
Oriol Romeu,26,Spain,78,80,CDM
Lucas Pérez,29,Spain,78,78,ST
B. Natcho,30,Israel,78,78,CM
Cláudio Ramos,26,Portugal,78,82,GK
F. Lejeune,27,France,78,80,CB
G. Krychowiak,28,Poland,78,79,LCM
N. Lodeiro,29,Uruguay,78,78,CAM
O. Özyakup,25,Turkey,78,81,RDM
C. Tévez,34,Argentina,78,78,CAM
K. Papadopoulos,26,Greece,78,80,CB
M. Gradel,30,Ivory Coast,78,78,LW
M. Debuchy,32,France,78,78,RB
V. Moses,27,Nigeria,78,78,RW
Z. Junuzovi?,30,Austria,78,78,CM
Granero,30,Spain,78,78,LCM
J. Baumgartlinger,30,Austria,78,78,CDM
Fábio Coentrão,30,Portugal,78,78,RW
B. Costil,30,France,78,78,GK
Hilton,40,Brazil,78,78,CB
N. Gudelj,26,Serbia,78,80,CDM
L. Pratto,30,Argentina,78,78,LS
E. Hernández,30,Mexico,78,78,LM
Jurado,32,Spain,78,78,LCM
R. Cabella,28,France,78,78,CAM
Rafael Tolói,27,Brazil,78,80,RCB
C. Bravo,35,Chile,78,78,GK
Hernanes,33,Brazil,78,78,RDM
K. Honda,32,Japan,78,78,RM
A. Dzyuba,29,Russia,78,78,ST
J. Holebas,34,Greece,78,78,LB
Javi García,31,Spain,78,78,CDM
Sergio,31,Spain,78,78,GK
M. Cáceres,31,Uruguay,78,78,LCB
Daniel Carriço,29,Portugal,78,78,CB
J. Cork,29,England,78,78,RCM
J. Tomkins,29,England,78,79,RCB
Guilherme,32,Russia,78,78,GK
Gervinho,31,Ivory Coast,78,78,RW
J. Shelvey,26,England,78,80,CM
R. Eremenko,31,Finland,78,78,CAM
R. Vormer,30,Netherlands,78,78,RCM
J. Lens,30,Netherlands,78,78,LM
Adriano,33,Brazil,78,78,LB
S. Cook,27,England,78,78,RCB
L. Podolski,33,Germany,78,78,RF
C. Ansaldi,31,Argentina,78,78,LM
Manu García,32,Spain,78,78,LCM
R. Alessandrini,29,France,78,78,RM
J. Ward-Prowse,23,England,77,82,RM
M. Harnik,31,Austria,77,77,ST
B. Moukandjo,29,Cameroon,77,77,CAM
G. Pereiro,23,Uruguay,77,82,RM
G. Castro,31,Germany,77,77,CM
Aarón Martín,21,Spain,77,85,LB
F. Johnson,30,United States,77,77,LM
L. López,28,Argentina,77,77,CB
M. Dossevi,30,Togo,77,77,RM
Caiuby,29,Brazil,77,77,LM
Gabriel,24,Brazil,77,81,CM
Iván Ramis,33,Spain,77,77,LCB
M. Suchý,30,Czech Republic,77,77,CB
T. Vilhena,23,Netherlands,77,81,CM
E. Çolak,27,Turkey,77,77,CAM
V. Germain,28,France,77,77,ST
G. Hoarau,34,France,77,77,LS
Sergio García,35,Spain,77,77,LW
E. Choupo-Moting,29,Cameroon,77,77,ST
J. Pinola,35,Argentina,77,77,LCB
J. Hendrix,23,Netherlands,77,82,LCM
J. Izquierdo,25,Colombia,77,78,LM
S. Sydorchuk,27,Ukraine,77,78,CM
C. Grenier,27,France,77,78,LDM
T. Strobl,28,Germany,77,77,CDM
V. Odjidja-Ofoe,29,Belgium,77,77,CM
N. Guzmán,32,Argentina,77,77,GK
F. Fabra,27,Colombia,77,78,LB
J. Maddison,21,England,77,85,CAM
K. El Ahmadi,33,Morocco,77,77,RDM
M. Carcela-González,29,Morocco,77,77,RM
M. Gabbiadini,26,Italy,77,78,ST
Gomes,37,Brazil,77,77,GK
M. Ritchie,28,Scotland,77,77,RM
G. Bou,28,Argentina,77,77,ST
Javi Fuego,34,Spain,77,77,CDM
E. Akbaba,25,Turkey,77,80,CAM
J. Amavi,24,France,77,82,LB
R. Malinovskyi,25,Ukraine,77,81,RCM
D. Welbeck,27,England,77,77,LW
G. Conti,23,Argentina,77,83,CB
Bruno,28,Spain,77,78,CB
Garry Rodrigues,27,Cape Verde,77,77,LM
A. Schwolow,26,Germany,77,78,GK
L. Cook,21,England,77,84,CM
P. Pérez,32,Argentina,77,77,CM
Gazzolisco,30,Brazil,77,77,LB
Jonatan Soriano,32,Spain,77,77,ST
Rubén Peña,26,Spain,77,78,RB
Mikel San José,29,Spain,77,77,CM
P. Groß,27,Germany,77,78,CAM
L. Baines,33,England,77,77,LB
A. Ogbonna,30,Italy,77,77,CB
Juan Jesus,27,Brazil,77,77,CB
J. Martínez,31,Colombia,77,77,ST
N. Elvedi,21,Switzerland,77,84,RCB
G. Moreno,32,Colombia,77,77,CAM
J. Valdivia,34,Chile,77,77,CAM
A. Carroll,29,England,77,77,ST
Luís Neto,30,Portugal,77,77,CB
A. Pyatov,34,Ukraine,77,77,GK
T. Gutiérrez,33,Colombia,77,77,ST
Álex Remiro,23,Spain,77,83,GK
Wilson Eduardo,27,Portugal,77,77,RS
Jorge Meré,21,Spain,77,83,CB
M. Elneny,25,Egypt,77,79,RDM
D. Torres,28,Colombia,77,77,CDM
Y. Bounou,27,Morocco,77,80,GK
A. Prijovi?,28,Serbia,77,77,ST
A. Jahanbakhsh,24,Iran,77,80,RM
J. Calleri,24,Argentina,77,82,LS
Simão Acunha,30,Brazil,77,77,CAM
N. Müller,30,Germany,77,77,RM
L. Ocampos,23,Argentina,77,82,LM
J. Rodriguez,28,England,77,77,RS
V. Ibievi?,33,Bosnia Herzegovina,77,77,LS
S. Rondón,28,Venezuela,77,77,RS
Victor Sánchez,30,Spain,77,77,CDM
D. Suárez,30,Uruguay,77,77,RB
K. Huntelaar,34,Netherlands,77,77,ST
L. Dubois,23,France,77,84,RB
André Pinto,28,Portugal,77,77,CB
K. Lala,26,France,77,78,RWB
O. K?vrak,30,Turkey,77,77,GK
A. Bertolacci,27,Italy,77,77,CM
E. Giaccherini,33,Italy,77,77,LW
A. ivkovi?,21,Serbia,77,84,LW
R. Ábila,28,Argentina,77,77,ST
P. Diop,32,Senegal,77,77,RCM
D. Garmash,28,Ukraine,77,77,CM
T. Chandler,28,United States,77,77,RB
R. Klavan,32,Estonia,77,77,CB
A. Miranchuk,22,Russia,77,82,CAM
D. Da Silva,30,France,77,77,RCB
D. Benaglio,34,Switzerland,77,77,GK
T. Rincón,30,Venezuela,77,77,CM
M. Pereira,34,Uruguay,77,77,RB
C. Borges,30,Costa Rica,77,77,LDM
J. Sand,37,Argentina,77,77,ST
Markel Bergara,32,Spain,77,77,CDM
Vágner Love,34,Brazil,77,77,ST
B. Bourigeaud,24,France,77,81,LM
R. Soriano,27,Italy,77,77,RCM
D. Kuzyaev,25,Russia,77,80,RM
R. Sambueza,34,Argentina,77,77,RM
Montoya,27,Spain,77,78,RB
A. Poli,28,Italy,77,77,RCM
C. Austin,28,England,77,77,LS
L. Tonelli,28,Italy,77,79,CB
M. Zárate,31,Argentina,77,77,ST
J. Sancho,18,England,77,89,RM
D. Basta,33,Serbia,77,77,RB
Marçal,29,Brazil,77,77,LB
Munir,22,Spain,77,83,ST
G. Sio,29,Ivory Coast,77,77,ST
J. McCarthy,27,Republic of Ireland,77,77,CDM
J. Aquino,28,Mexico,77,77,LM
H. Pérez,29,Paraguay,77,77,RM
Jô,31,Brazil,77,77,ST
R. Gurtner,31,France,77,77,GK
C. Sánchez,32,Colombia,77,77,CDM
M. Sissoko,28,France,77,77,CM
W. Anton,21,Germany,77,84,RCB
E. Skhiri,23,Tunisia,77,81,RCM
Rúben Vezo,24,Portugal,77,83,CB
Jorge Molina,36,Spain,77,77,RS
M. Hasebe,34,Japan,77,77,CB
A. Schürrle,27,Germany,77,77,RM
O. Ighalo,29,Nigeria,77,77,ST
L. Acosta,30,Argentina,77,77,RS
V. Babacan,29,Turkey,77,78,GK
R. Aguilar,25,France,77,81,RWB
Yeray,23,Spain,77,83,RCB
J. Defoe,35,England,77,77,ST
L. Schøne,32,Denmark,77,77,RCM
C. Ünder,20,Turkey,77,87,LM
M. Dabbur,26,Israel,77,80,RS
Roberto,32,Spain,77,77,GK
Djaniny,27,Cape Verde,77,78,ST
Wallace,23,Brazil,77,82,RCB
Pedro Obiang,26,Equatorial Guinea,77,80,LCM
D. Heintz,24,Germany,77,79,LCB
N. Mukiele,20,France,77,86,RB
T. Vermaelen,32,Belgium,77,77,CB
I. Abate,31,Italy,77,77,RB
Diego Llorente,24,Spain,77,83,RCB
C. Wood,26,New Zealand,77,78,ST
Formosandrinho,26,Brazil,77,77,RS
E. Pulgar,24,Chile,77,82,CDM
V. Vasin,29,Russia,77,77,CB
V. Grifo,25,Italy,77,79,LM
A. Turan,31,Turkey,77,77,CM
J. dos Santos,28,Mexico,77,77,LCM
D. Schwaab,29,Germany,77,77,RCB
M. Schmelzer,30,Germany,77,77,LB
L. Spinazzola,25,Italy,77,80,LM
A. Dragovi?,27,Austria,77,77,CB
D. Pröpper,26,Netherlands,77,78,CM
R. Inglese,26,Italy,77,78,ST
A. Marchesín,30,Argentina,77,77,GK
R. De Paul,24,Argentina,77,83,LW
C. Gentner,32,Germany,77,77,RCM
G. Murray,34,England,77,77,ST
Rafael Carioca,29,Brazil,77,77,RDM
A. McCarthy,28,England,77,78,GK
L. Chichizola,28,Argentina,77,78,GK
D. Zakaria,21,Switzerland,77,85,CM
G. Dzhikiya,24,Russia,77,83,CB
N. Castillo,25,Chile,77,82,ST
D. Origi,23,Belgium,77,82,ST
O. Yoku?lu,24,Turkey,77,83,LDM
D. Cheryshev,27,Russia,77,77,LM
D. Selke,23,Germany,77,83,RS
Wendell,24,Brazil,77,80,LB
M. Layún,30,Mexico,77,77,RCM
Y. Sabaly,25,Senegal,77,80,RB
P. Cutrone,20,Italy,77,89,RS
F. Marchetti,35,Italy,77,77,GK
W. Cyprien,23,France,77,84,LCM
G. Paletta,32,Italy,77,77,RCB
F. Caicedo,29,Ecuador,77,77,ST
Jordi Masip,29,Spain,77,77,GK
B. Espinosa,28,Colombia,77,77,CB
M. Benassi,23,Italy,77,82,RCM
P. Jagielka,35,England,77,77,CB
J. Kucka,31,Slovakia,77,77,CM
R. Brady,26,Republic of Ireland,77,78,LWB
A. Szymanowski,29,Argentina,77,77,LM
W. Reid,29,New Zealand,77,77,CB
Cédric,26,Portugal,77,78,RB
R. Civelli,34,Argentina,77,77,RCB
R. Loftus-Cheek,22,England,77,85,CM
S. De Maio,31,France,77,77,CB
S. Brown,33,Scotland,77,77,CDM
A. Mitrovi?,23,Serbia,77,82,ST
P. Skjelbred,31,Norway,77,77,CDM
D. Cvitanich,34,Argentina,77,77,ST
K. Lasagna,25,Italy,77,80,ST
R. Palacio,36,Argentina,77,77,RS
M. Wolf,23,Germany,77,82,RM
E. Gigliotti,31,Argentina,77,77,ST
N. Jørgensen,27,Denmark,77,78,ST
Laguardia,28,Spain,77,78,RCB
J. Lukaku,23,Belgium,77,81,LM
J. Augustin,21,France,77,85,ST
M. Diakhaby,21,France,77,84,CB
Douglas,35,Brazil,77,77,GK
N. Pej?inovi?,30,Serbia,77,77,CB
D. van de Beek,21,Netherlands,77,83,CAM
Borja Iglesias,25,Spain,77,82,ST
G. Shibasaki,26,Japan,77,80,LM
W. Hughes,23,England,77,84,RM
S. Boufal,24,Morocco,77,80,LM
T. Kehrer,21,Germany,77,84,RB
M. Lang,27,Switzerland,77,78,RB
E. Gutiérrez,23,Mexico,77,85,LCM
D. Upamecano,19,France,77,88,LCB
Jefferson,29,Brazil,77,77,LB
W. Benítez,25,Argentina,77,81,GK
E. Bardhi,22,FYR Macedonia,77,83,LCM
K. Mbodji,28,Senegal,77,77,CB
B. Sarr,26,France,77,79,RB
F. Ferreyra,27,Argentina,77,78,ST
Danilo,34,Brazil,77,77,CB
A. Ayew,28,Ghana,77,77,RM
K. Mitroglou,30,Greece,77,77,ST
J. Villar,41,Paraguay,77,77,GK
P. Herrmann,27,Germany,77,77,RM
D. da Costa,24,Germany,77,79,RM
V. Fischer,24,Denmark,77,82,LM
Wesley,21,Brazil,77,85,LS
D. Ginczek,27,Germany,77,78,RS
F. Kosti?,25,Serbia,77,78,LM
R. Fraser,24,Scotland,77,81,LM
Cote,28,Spain,77,77,LB
H. Winks,22,England,77,85,CM
K. Mbabu,23,Switzerland,77,83,RB
M. Hinteregger,25,Austria,77,80,LCB
L. Acosta,24,Argentina,77,79,CAM
Sidcley,25,Brazil,77,80,LM
M. Jørgensen,28,Denmark,77,79,CB
M. Fabián,28,Mexico,77,77,CAM
Carlos Eduardo,28,Brazil,77,77,CAM
Rubén Castro,37,Spain,77,77,ST
L. Augustinsson,24,Sweden,77,82,LB
S. Aziz,27,Turkey,77,79,RCB
G. Ochoa,32,Mexico,77,77,GK
P. Hetemaj,31,Finland,77,77,CM
André André,28,Portugal,77,77,LCM
Vinícius Júnior,17,Brazil,77,92,LW
B. Demaili,32,Switzerland,77,77,LCM
Juanpe,27,Spain,77,78,LCB
K. Fortounis,25,Greece,77,80,CAM
M. Vorm,34,Netherlands,77,77,GK
B. Oczipka,29,Germany,77,77,LWB
R. Bentancur,21,Uruguay,77,89,RCM
T. Hernández,20,France,77,85,LB
M. Lowton,29,England,77,77,RB
I. Diop,21,France,77,86,LCB
B. André,27,France,77,77,RDM
C. Piccini,25,Italy,77,80,RB
Paulinho,25,Portugal,77,79,LS
A. Diawara,20,Guinea,77,87,CM
Yuri Berchiche,28,Spain,77,77,LB
José Sá,25,Portugal,77,82,GK
F. Kamano,22,Guinea,77,82,LW
F. Cartabia,25,Argentina,77,80,RM
E. Ünal,21,Turkey,77,83,ST
I. Radovanovi?,29,Serbia,77,77,CM
Renan Ribeiro,28,Brazil,77,78,GK
Jony,26,Spain,77,77,LM
D. Buonanotte,30,Argentina,77,77,CAM
Tomás Pina,30,Spain,77,77,RCM
N. Pallois,30,France,77,77,LCB
D. Latza,28,Germany,77,77,LCM
F. Belluschi,34,Argentina,77,77,CAM
O. Abdulrahman,26,United Arab Emirates,77,78,CAM
O. Trejo,30,Argentina,77,77,RCM
N. Barella,21,Italy,77,89,RCM
Angeliño,21,Spain,77,83,LB
Vieirundinho,30,Brazil,77,77,RCB
F. Orellana,32,Chile,77,77,RM
F. Grillitsch,22,Austria,77,82,CM
C. Ortíz,29,Paraguay,77,77,LCM
Bruno Viana,23,Brazil,77,83,RCB
J. Maidana,32,Argentina,77,77,RCB
R. Funes Mori,27,Argentina,77,78,LCB
D. Kohr,24,Germany,77,81,RDM
F. Higuaín,33,Argentina,77,77,CAM
A. Barák,23,Czech Republic,77,84,CM
F. Andone,25,Romania,77,81,ST
Adrián,30,Spain,77,77,ST
G. González,30,Costa Rica,77,77,RCB
Otávio,24,Brazil,77,82,CDM
D. Janmaat,28,Netherlands,77,77,RB
R. Funes Mori,27,Argentina,77,78,ST
P. Schick,22,Czech Republic,77,86,ST
Aleix Vidal,28,Spain,77,77,RB
A. Schöpf,24,Austria,77,82,RM
W. Boly,27,France,77,80,LCB
Alberto Moreno,25,Spain,77,79,LB
C. Villanueva,32,Chile,77,77,CAM
M. Weiser,24,Germany,77,82,RB
G. Escalante,25,Argentina,77,82,CDM
M. Holgate,21,England,76,82,CB
J. Hopf,31,Sweden,76,76,GK
D. Zurutuza,31,France,76,76,LDM
Juanmi,25,Spain,76,79,LM
K. Gibbs,28,England,76,76,LWB
F. Fernández,29,Argentina,76,76,LCB
L. Kalini?,28,Croatia,76,78,GK
N. Radoja,25,Serbia,76,81,CM
N. Blandi,28,Argentina,76,76,ST
David Juncà,24,Spain,76,81,LB
Wu Lei,26,China PR,76,77,RW
Gabriel Boschilia,22,Brazil,76,82,RW
Iuri Medeiros,23,Portugal,76,79,RM
M. Phillips,27,Scotland,76,76,RM
Iván Cuéllar,34,Spain,76,76,GK
J. Lössl,29,Denmark,76,76,GK
Mario Suárez,31,Spain,76,76,LCM
W. Bony,29,Ivory Coast,76,76,ST
S. Doumbia,30,Ivory Coast,76,76,ST
D. Reyes,25,Mexico,76,80,RCB
Bernat,25,Spain,76,77,LB
V. Behrami,33,Switzerland,76,76,CM
S. Langkamp,30,Germany,76,76,CB
J. Sosa,33,Argentina,76,76,LDM
A. Touré,24,France,76,79,LCM
Jesé,25,Spain,76,79,LM
D. Ings,25,England,76,78,RS
M. Esser,30,Germany,76,76,GK
F. Acheampong,24,Ghana,76,81,ST
R. Knoche,26,Germany,76,79,RCB
O. Vlachodimos,24,Greece,76,83,GK
J. Denayer,23,Belgium,76,83,LCB
S. Rode,27,Germany,76,77,CDM
Wendel,20,Brazil,76,86,RCM
A. Nagy,23,Hungary,76,83,CDM
Alfa Semedo,20,Guinea Bissau,76,85,CDM
A. Barnes,28,Austria,76,76,ST
Alan Kardec,29,Brazil,76,76,ST
Marcelo,28,Brazil,76,76,CB
E. Boateng,22,Ghana,76,82,ST
Dalbert,24,Brazil,76,80,LB
A. Halilovi?,22,Croatia,76,83,RM
I. Popov,30,Bulgaria,76,76,ST
T. Cleverley,28,England,76,76,CM
M. Livaja,24,Croatia,76,80,CAM
M. Uribe,27,Colombia,76,77,RCM
P. Bargfrede,29,Germany,76,76,CDM
J. Jankto,22,Czech Republic,76,85,RM
Junior Firpo,21,Spain,76,81,LM
D. D'Ambrosio,29,Italy,76,76,LB
D. Boyko,30,Ukraine,76,76,GK
M. Díaz,31,Chile,76,76,CDM
S. Vokes,28,Wales,76,76,ST
Héldon,29,Cape Verde,76,76,LM
Mario Hermoso,23,Spain,76,84,LCB
F. Bartels,31,Germany,76,76,RM
K. Malcuit,26,France,76,77,RB
R. Marin,22,Romania,76,82,CM
Ayoze Pérez,24,Spain,76,81,CF
Júnior Moraes,31,Brazil,76,76,ST
V. Berisha,25,Kosovo,76,79,LM
R. Freuler,26,Switzerland,76,77,RDM
Ganso,28,Brazil,76,76,CAM
Vicente Gómez,29,Spain,76,76,LCM
M. Paali?,23,Croatia,76,83,RCM
Vitor Hugo,27,Brazil,76,78,LCB
B. Fornaroli,30,Uruguay,76,76,ST
R. Snodgrass,30,Scotland,76,76,RM
Francisco Geraldes,23,Portugal,76,83,CAM
I. Ordets,25,Ukraine,76,81,CB
D. Santon,27,Italy,76,76,LB
M. Niang,23,Senegal,76,81,LW
O. Wendt,32,Sweden,76,76,LB
C. Riveros,35,Paraguay,76,76,CAM
F. Benkovi?,20,Croatia,76,85,LCB
M. Torres,33,Colombia,76,76,CAM
M. Noble,31,England,76,76,RCM
M. Rashica,22,Kosovo,76,83,RW
C. Benteke,27,Belgium,76,76,ST
Rômulo,31,Italy,76,76,RM
D. Pabón,30,Colombia,76,76,RW
Embarba,26,Spain,76,77,RM
C. Kerbrat,31,France,76,76,RCB
L. Teodorczyk,27,Poland,76,77,ST
Alexo Baia,30,Brazil,76,76,RB
David Seijalbo,34,Brazil,76,76,RDM
N. Nández,22,Uruguay,76,85,RCM
L. Rupp,27,Germany,76,76,CM
Jordi Amat,26,Spain,76,80,LCB
W. Caballero,36,Argentina,76,76,GK
F. Di Francesco,24,Italy,76,79,LW
O. El Kaddouri,27,Morocco,76,76,CAM
T. Rogi?,25,Australia,76,79,CAM
G. Töre,26,Turkey,76,77,RM
M. Destro,27,Italy,76,76,ST
Josué,27,Portugal,76,76,CAM
A. Bizzarri,40,Argentina,76,76,GK
Ki Sung Yueng,29,Korea Republic,76,76,LCM
H. Onyekuru,21,Nigeria,76,86,ST
N. Pépé,23,Ivory Coast,76,84,RM
Matheus Pereira,22,Brazil,76,83,RM
Y. Salibur,27,France,76,76,RM
E. Vargas,28,Chile,76,76,CAM
L. Magallán,24,Argentina,76,83,CB
Danny,34,Portugal,76,76,CAM
C. Hérelle,25,France,76,80,RCB
E. Mangala,27,France,76,78,CB
O. Selnæs,23,Norway,76,80,RDM
Víctor Vázquez,31,Spain,76,76,CAM
Diego Mariño,28,Spain,76,77,GK
Carles Planas,27,Spain,76,77,LB
G. Fernández,26,Argentina,76,77,CAM
Soldado,33,Spain,76,76,ST
A. Ekdal,28,Sweden,76,76,LCM
Gedson Fernandes,19,Portugal,76,86,RCM
M. Darmian,28,Italy,76,76,LB
N. Chalobah,23,England,76,81,CDM
R. Pizarro,24,Mexico,76,82,RCM
André Simões,28,Portugal,76,76,CM
S. Tshabalala,33,South Africa,76,76,LM
